5,5,0.116676086,0.233531864,0.002197206,0.022451124,0.118873292,0.255982988,0.35020795
5,5.918367347,0.134426852,0.230219848,0.001796493,0.01700547,0.136223345,0.247225318,0.364646701
5,6.836734694,0.153009859,0.224963729,0.001452729,0.01256372,0.154462587,0.237527448,0.377973587
5,7.755102041,0.172294905,0.21788544,0.001160727,0.009067416,0.173455633,0.226952855,0.390180345
5,8.673469388,0.192159694,0.209150728,0.000916715,0.006415835,0.193076409,0.215566562,0.401310422
5,9.591836735,0.212497414,0.19895741,0.000717102,0.004475154,0.213214516,0.203432564,0.411454823
5,10.51020408,0.233210967,0.187520484,0.000557593,0.003098213,0.23376856,0.190618696,0.42073145
5,11.42857143,0.25419423,0.175064082,0.000432963,0.002144894,0.254627194,0.177208976,0.429258313
5,12.34693878,0.2753073,0.161824109,0.000337417,0.001495913,0.275644717,0.163320022,0.437131409
5,13.26530612,0.296356099,0.148057297,0.000265183,0.001058117,0.296621282,0.149115413,0.444413395
5,14.18367347,0.317086063,0.134047645,0.00021103,0.000763341,0.317297093,0.134810986,0.451133708
5,15.10204082,0.337195107,0.12010204,0.000170553,0.000564005,0.33736566,0.120666045,0.457297147
5,16.02040816,0.356364212,0.106532282,0.000140248,0.000427945,0.35650446,0.106960226,0.462896494
5,16.93877551,0.374297315,0.093627602,0.000117434,0.000333851,0.374414749,0.093961454,0.467924917
5,17.85714286,0.390758729,0.081626365,0.000100118,0.00026775,0.390858847,0.081894114,0.472385094
5,18.7755102,0.405597939,0.070695777,8.68E-05,0.000220499,0.405684781,0.070916276,0.476293716
5,19.69387755,0.418757025,0.060924624,7.65E-05,0.000186103,0.418833574,0.061110727,0.479681649
5,20.6122449,0.430262208,0.052328848,6.85E-05,0.000160602,0.430330684,0.052489449,0.482591056
5,21.53061224,0.440205151,0.044865981,6.21E-05,0.000141349,0.440267218,0.045007331,0.485071132
5,22.44897959,0.448720561,0.038453221,5.69E-05,0.000126559,0.448777483,0.038579781,0.487173782
5,23.36734694,0.455965266,0.032984812,5.27E-05,0.000115009,0.45601801,0.03309982,0.488950078
5,24.28571429,0.462101589,0.028346203,4.93E-05,0.000105847,0.462150904,0.02845205,0.490447792
5,25.20408163,0.467285845,0.024424141,4.65E-05,9.85E-05,0.467332316,0.024522614,0.491709985
5,26.12244898,0.471661459,0.021112953,4.41E-05,9.25E-05,0.47170555,0.021205414,0.492774412
5,27.04081633,0.475355672,0.018317841,4.21E-05,8.75E-05,0.475397753,0.018405338,0.493673513
5,27.95918367,0.4784787,0.015956057,4.04E-05,8.34E-05,0.478519068,0.016039409,0.494434757
5,28.87755102,0.481124412,0.01395675,3.89E-05,7.99E-05,0.48116331,0.014036606,0.495081162
5,29.79591837,0.483371807,0.012260069,3.76E-05,7.69E-05,0.483409434,0.012336947,0.495631877
5,30.71428571,0.485286839,0.010815924,3.65E-05,7.43E-05,0.485323358,0.010890244,0.496102763
5,31.63265306,0.486924279,0.009582643,3.55E-05,7.21E-05,0.486959828,0.009654748,0.496506922
5,32.55102041,0.488329474,0.008525692,3.47E-05,7.02E-05,0.488364168,0.008595864,0.496855166
5,33.46938776,0.489539916,0.007616503,3.39E-05,6.85E-05,0.489573851,0.007684978,0.497156419
5,34.3877551,0.490586596,0.006831457,3.33E-05,6.70E-05,0.490619856,0.006898433,0.497418053
5,35.30612245,0.491495153,0.006151018,3.27E-05,6.56E-05,0.491527808,0.00621666,0.497646171
5,36.2244898,0.492286832,0.005559003,3.21E-05,6.45E-05,0.492318943,0.005623455,0.497845835
5,37.14285714,0.49297927,0.005041984,3.16E-05,6.34E-05,0.49301089,0.005105367,0.498021255
5,38.06122449,0.493587151,0.004588792,3.12E-05,6.24E-05,0.493618325,0.00465121,0.498175943
5,38.97959184,0.494122728,0.004190109,3.08E-05,6.15E-05,0.494153497,0.004251654,0.498312837
5,39.89795918,0.494596262,0.003838144,3.04E-05,6.08E-05,0.49462666,0.003898895,0.498434406
5,40.81632653,0.495016368,0.003526359,3.01E-05,6.00E-05,0.495046428,0.003586384,0.498542727
5,41.73469388,0.495390308,0.003249249,2.97E-05,5.94E-05,0.495420056,0.003308611,0.498639557
5,42.65306122,0.495724218,0.003002167,2.95E-05,5.88E-05,0.495753678,0.003060919,0.498726385
5,43.57142857,0.496023303,0.002781175,2.92E-05,5.82E-05,0.496052497,0.002839365,0.498804478
5,44.48979592,0.496291992,0.002582927,2.89E-05,5.77E-05,0.49632094,0.002640598,0.498874919
5,45.40816327,0.496534067,0.002404568,2.87E-05,5.72E-05,0.496562787,0.002461758,0.498938635
5,46.32653061,0.496752766,0.002243657,2.85E-05,5.67E-05,0.496781273,0.002300399,0.498996423
5,47.24489796,0.496950872,0.002098097,2.83E-05,5.63E-05,0.49697918,0.002154422,0.499048969
5,48.16326531,0.497130783,0.001966083,2.81E-05,5.59E-05,0.497158906,0.00202202,0.499096867
5,49.08163265,0.497294574,0.001846058,2.79E-05,5.56E-05,0.497322522,0.001901632,0.499140632
5,50,0.497444042,0.001736671,2.78E-05,5.52E-05,0.497471826,0.001791905,0.499180713
5.918367347,5,0.110938389,0.281719515,0.003377928,0.0400003,0.114316317,0.321719815,0.392657904
5.918367347,5.918367347,0.129445186,0.281659185,0.002756017,0.030165945,0.132201203,0.311825131,0.411104371
5.918367347,6.836734694,0.148919506,0.27882958,0.002221859,0.022148557,0.151141365,0.300978137,0.427749085
5.918367347,7.755102041,0.169180014,0.273403501,0.001768018,0.015853742,0.170948032,0.289257243,0.442583514
5.918367347,8.673469388,0.190067325,0.265637474,0.001388566,0.011097814,0.191455891,0.276735287,0.455704799
5.918367347,9.591836735,0.211460709,0.255837882,0.00107778,0.007633561,0.212538488,0.263471443,0.467298591
5.918367347,10.51020408,0.233279477,0.244320979,0.00082902,0.005190287,0.234108497,0.249511266,0.477600456
5.918367347,11.42857143,0.255468884,0.231383156,0.000634387,0.003511659,0.256103271,0.234894815,0.48685204
5.918367347,12.34693878,0.277975645,0.217290482,0.000485148,0.002380279,0.278460793,0.219670761,0.495266127
5.918367347,13.26530612,0.300720136,0.202286713,0.000372539,0.001626777,0.301092675,0.20391349,0.503006849
5.918367347,14.18367347,0.323572162,0.186612074,0.000288508,0.001127467,0.323860669,0.187739541,0.510184236
5.918367347,15.10204082,0.346336434,0.170522665,0.000226181,0.000796245,0.346562615,0.17131891,0.516859099
5.918367347,16.02040816,0.36875257,0.15430142,0.000180015,0.000575161,0.368932586,0.154876581,0.52305399
5.918367347,16.93877551,0.390511722,0.138255114,0.000145728,0.000426068,0.39065745,0.138681182,0.528766835
5.918367347,17.85714286,0.411287557,0.122697052,0.000120111,0.000324171,0.411407668,0.123021224,0.533984609
5.918367347,18.7755102,0.4307747,0.107920291,0.00010081,0.00025344,0.43087551,0.108173731,0.538694991
5.918367347,19.69387755,0.448724963,0.09416959,8.61E-05,0.000203503,0.448811082,0.094373093,0.542894553
5.918367347,20.6122449,0.464972577,0.081620322,7.48E-05,0.000167615,0.46504739,0.081787937,0.546592899
5.918367347,21.53061224,0.479443734,0.070369359,6.60E-05,0.000141355,0.479509742,0.070510714,0.549813093
